school,gender,age,address,famsize,parentstatus,motheredu,fatheredu,motherjob,fatherjob,reason,guardian,traveltime,studytime,failures,schoolsupport,famsupport,extraclasses,extracurriculars,attendednursery,wantshigheredu,internetaccess,romanticrel,famrelrating,freetimerating,gooutrating,alcweekday,alcweekend,healthrating,absences,CLASS
GP,F,18,Urban,less_than_3,Together,higher,secondary,other,other,home,other,15_to_30min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,C
GP,F,18,Urban,greater_than_3,Together,higher,secondary,other,other,reputation,father,less_than_15min,greater_than_10,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,B
GP,M,18,Urban,less_than_3,Together,higher,higher,teacher,teacher,home,mother,less_than_15min,less_than_2hr,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5,A
GP,F,18,Urban,less_than_3,Apart,higher,higher,health,other,home,mother,less_than_15min,2_to_5hr,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14,C
GP,M,17,Urban,less_than_3,Together,higher,higher,other,teacher,home,father,15_to_30min,less_than_2hr,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0,C
GP,F,17,Urban,greater_than_3,Together,higher,intermediate,other,other,reputation,mother,15_to_30min,5_to_10hr,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,B
GP,F,17,Urban,greater_than_3,Together,secondary,intermediate,health,health,reputation,father,less_than_15min,greater_than_10,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,A
GP,M,19,Urban,greater_than_3,Together,secondary,secondary,other,other,home,other,less_than_15min,2_to_5hr,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,20,B
GP,F,18,Urban,greater_than_3,Together,intermediate,higher,services,at_home,reputation,other,less_than_15min,2_to_5hr,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,B
GP,M,20,Urban,greater_than_3,Apart,secondary,intermediate,services,other,course,other,less_than_15min,less_than_2hr,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,A
GP,M,19,Urban,greater_than_3,Together,higher,higher,teacher,services,reputation,other,15_to_30min,less_than_2hr,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,38,F
GP,M,19,Rural,greater_than_3,Together,secondary,secondary,other,services,reputation,father,less_than_15min,2_to_5hr,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,B
GP,F,19,Urban,less_than_3,Together,primary,primary,at_home,other,reputation,other,less_than_15min,2_to_5hr,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,C
GP,F,19,Urban,less_than_3,Together,primary,intermediate,services,services,home,other,less_than_15min,2_to_5hr,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,0,F
GP,F,19,Urban,greater_than_3,Together,intermediate,primary,at_home,other,other,other,30min_to_1hr,2_to_5hr,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20,B
GP,M,19,Urban,greater_than_3,Together,primary,intermediate,other,services,course,other,less_than_15min,2_to_5hr,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,B
GP,F,19,Urban,less_than_3,Together,secondary,intermediate,services,other,reputation,other,15_to_30min,2_to_5hr,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22,B
GP,F,19,Urban,greater_than_3,Together,primary,primary,at_home,health,home,other,less_than_15min,5_to_10hr,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,B
GP,F,19,Rural,greater_than_3,Together,intermediate,secondary,other,other,reputation,other,less_than_15min,5_to_10hr,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,B
GP,F,18,Urban,greater_than_3,Together,intermediate,primary,services,other,course,mother,15_to_30min,2_to_5hr,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,F
GP,F,18,Urban,greater_than_3,Together,higher,secondary,other,other,course,mother,less_than_15min,5_to_10hr,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,F
GP,F,17,Rural,greater_than_3,Together,secondary,higher,at_home,services,course,father,less_than_15min,5_to_10hr,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,C
GP,F,18,Urban,greater_than_3,Together,higher,higher,teacher,other,course,mother,less_than_15min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2,C
GP,F,17,Urban,greater_than_3,Apart,higher,secondary,services,services,course,mother,less_than_15min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,B
GP,F,17,Urban,greater_than_3,Together,intermediate,intermediate,other,other,course,mother,less_than_15min,2_to_5hr,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12,C
GP,F,17,Rural,less_than_3,Together,intermediate,intermediate,services,services,course,mother,less_than_15min,5_to_10hr,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,C
GP,F,17,Urban,greater_than_3,Together,secondary,primary,services,services,course,father,less_than_15min,5_to_10hr,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1,C
GP,F,17,Urban,less_than_3,Together,none,intermediate,at_home,at_home,home,father,15_to_30min,5_to_10hr,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,A
GP,M,18,Urban,greater_than_3,Together,higher,higher,other,other,course,mother,less_than_15min,5_to_10hr,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,F
GP,M,17,Urban,greater_than_3,Together,secondary,secondary,other,services,reputation,mother,less_than_15min,less_than_2hr,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,B
GP,M,17,Rural,greater_than_3,Together,intermediate,intermediate,services,other,course,mother,greater_than_1hr,less_than_2hr,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8,C
GP,F,17,Urban,greater_than_3,Together,higher,higher,teacher,services,course,mother,less_than_15min,5_to_10hr,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,C
GP,F,17,Urban,greater_than_3,Together,higher,higher,teacher,teacher,course,mother,15_to_30min,5_to_10hr,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,B
GP,M,18,Urban,less_than_3,Together,intermediate,intermediate,other,other,course,mother,less_than_15min,greater_than_10,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,2,F
GP,F,17,Rural,greater_than_3,Together,intermediate,higher,at_home,other,course,father,less_than_15min,5_to_10hr,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,C
GP,F,18,Urban,greater_than_3,Together,secondary,secondary,services,services,home,mother,less_than_15min,2_to_5hr,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,F
GP,F,18,Urban,less_than_3,Together,intermediate,intermediate,other,other,home,other,less_than_15min,2_to_5hr,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,F
GP,F,18,Rural,greater_than_3,Together,intermediate,intermediate,at_home,other,course,mother,15_to_30min,greater_than_10,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,C
GP,F,17,Urban,greater_than_3,Together,secondary,higher,services,other,course,mother,less_than_15min,5_to_10hr,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,A
GP,F,19,Rural,greater_than_3,Apart,secondary,primary,services,at_home,home,other,less_than_15min,5_to_10hr,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12,B
GP,F,17,Urban,greater_than_3,Together,secondary,intermediate,other,other,home,mother,less_than_15min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,F
GP,F,18,Urban,less_than_3,Together,secondary,secondary,services,services,home,mother,less_than_15min,greater_than_10,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,A
GP,F,17,Rural,greater_than_3,Apart,secondary,intermediate,other,other,home,mother,less_than_15min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,F
GP,F,19,Urban,greater_than_3,Together,intermediate,primary,services,services,home,other,less_than_15min,5_to_10hr,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,C
GP,M,18,Urban,greater_than_3,Together,higher,higher,teacher,services,home,father,less_than_15min,2_to_5hr,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,C
GP,M,18,Urban,less_than_3,Together,secondary,higher,services,other,home,mother,less_than_15min,2_to_5hr,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,A
GP,F,17,Urban,greater_than_3,Apart,intermediate,intermediate,at_home,at_home,home,father,less_than_15min,2_to_5hr,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0,F
GP,F,18,Urban,greater_than_3,Together,intermediate,secondary,at_home,other,course,mother,less_than_15min,5_to_10hr,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,C
GP,F,18,Urban,greater_than_3,Together,secondary,intermediate,other,services,other,mother,less_than_15min,5_to_10hr,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,B
GP,M,18,Rural,greater_than_3,Together,higher,secondary,teacher,services,course,mother,less_than_15min,5_to_10hr,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,A
GP,M,18,Urban,greater_than_3,Together,higher,secondary,teacher,other,course,mother,less_than_15min,5_to_10hr,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,C
GP,F,17,Urban,greater_than_3,Together,higher,secondary,health,other,reputation,mother,less_than_15min,5_to_10hr,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,B
MS,M,18,Rural,greater_than_3,Together,secondary,intermediate,other,other,course,mother,15_to_30min,less_than_2hr,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10,C
MS,M,19,Rural,greater_than_3,Together,primary,primary,other,services,home,other,30min_to_1hr,2_to_5hr,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,F
MS,M,17,Urban,greater_than_3,Together,secondary,secondary,health,other,course,mother,15_to_30min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2,B
MS,M,18,Urban,less_than_3,Together,primary,secondary,at_home,services,course,mother,less_than_15min,less_than_2hr,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7,F
MS,M,19,Rural,greater_than_3,Together,primary,primary,other,other,home,other,30min_to_1hr,less_than_2hr,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,F
MS,M,17,Rural,greater_than_3,Together,higher,secondary,services,other,home,mother,15_to_30min,2_to_5hr,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,B
MS,F,18,Urban,greater_than_3,Together,secondary,secondary,services,services,course,father,less_than_15min,2_to_5hr,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,C
MS,F,17,Rural,greater_than_3,Together,higher,higher,teacher,services,other,father,15_to_30min,2_to_5hr,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,C
MS,F,17,Urban,less_than_3,Apart,secondary,intermediate,services,other,reputation,mother,15_to_30min,2_to_5hr,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,C
MS,M,18,Urban,less_than_3,Together,primary,primary,other,services,home,father,15_to_30min,less_than_2hr,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,C
MS,F,18,Urban,less_than_3,Together,primary,primary,at_home,services,course,father,15_to_30min,5_to_10hr,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,A
MS,F,18,Rural,less_than_3,Apart,primary,higher,at_home,other,course,mother,30min_to_1hr,2_to_5hr,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,B
MS,M,18,Rural,less_than_3,Together,primary,primary,at_home,other,other,mother,15_to_30min,2_to_5hr,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2,B
MS,F,18,Urban,greater_than_3,Together,secondary,secondary,services,services,other,mother,15_to_30min,2_to_5hr,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,C
MS,F,17,Urban,less_than_3,Together,higher,higher,at_home,at_home,course,mother,less_than_15min,2_to_5hr,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,A
MS,F,17,Rural,greater_than_3,Together,primary,intermediate,other,services,course,father,15_to_30min,2_to_5hr,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,C
MS,M,18,Rural,greater_than_3,Together,primary,secondary,at_home,other,course,mother,15_to_30min,2_to_5hr,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,C
MS,M,18,Urban,less_than_3,Together,higher,higher,teacher,services,other,mother,15_to_30min,5_to_10hr,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,B
MS,F,17,Rural,greater_than_3,Together,primary,primary,other,services,reputation,mother,30min_to_1hr,less_than_2hr,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0,F
MS,F,18,Urban,greater_than_3,Together,intermediate,secondary,at_home,services,course,father,15_to_30min,less_than_2hr,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,C
MS,F,18,Rural,greater_than_3,Together,higher,higher,other,teacher,other,father,30min_to_1hr,2_to_5hr,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10,B
MS,F,19,Urban,less_than_3,Together,secondary,intermediate,services,services,home,other,15_to_30min,2_to_5hr,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4,F
MS,M,18,Rural,less_than_3,Together,primary,intermediate,at_home,services,other,father,30min_to_1hr,less_than_2hr,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,B
MS,F,17,Urban,greater_than_3,Together,intermediate,intermediate,other,at_home,home,mother,less_than_15min,5_to_10hr,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,B
MS,F,17,Rural,greater_than_3,Together,primary,intermediate,other,other,course,mother,less_than_15min,less_than_2hr,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,F
MS,F,18,Rural,less_than_3,Together,higher,higher,other,other,reputation,mother,15_to_30min,5_to_10hr,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,A
MS,F,18,Rural,greater_than_3,Together,primary,primary,other,other,home,mother,greater_than_1hr,5_to_10hr,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,F
MS,F,20,Urban,greater_than_3,Together,higher,intermediate,health,other,course,other,15_to_30min,5_to_10hr,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4,B
MS,F,18,Rural,less_than_3,Together,higher,higher,teacher,services,course,mother,less_than_15min,2_to_5hr,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,4,F
MS,F,18,Urban,greater_than_3,Together,secondary,secondary,other,other,home,mother,less_than_15min,2_to_5hr,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0,B
MS,F,17,Rural,greater_than_3,Together,secondary,primary,at_home,other,reputation,mother,less_than_15min,2_to_5hr,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17,C
MS,M,18,Urban,greater_than_3,Together,higher,higher,teacher,teacher,home,father,less_than_15min,2_to_5hr,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4,B
MS,M,18,Rural,greater_than_3,Together,intermediate,primary,other,other,other,mother,15_to_30min,less_than_2hr,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,F
MS,M,17,Urban,greater_than_3,Together,intermediate,secondary,other,services,home,father,15_to_30min,2_to_5hr,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,C
MS,M,19,Rural,greater_than_3,Together,primary,primary,other,services,other,mother,15_to_30min,less_than_2hr,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,F
MS,M,18,Rural,greater_than_3,Together,higher,intermediate,other,other,home,father,15_to_30min,less_than_2hr,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,F
MS,F,18,Rural,greater_than_3,Together,intermediate,intermediate,at_home,other,other,mother,15_to_30min,5_to_10hr,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2,C
MS,F,18,Rural,greater_than_3,Together,higher,higher,teacher,at_home,reputation,mother,30min_to_1hr,less_than_2hr,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,F
MS,F,19,Rural,greater_than_3,Together,intermediate,secondary,services,other,course,mother,less_than_15min,5_to_10hr,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0,F
MS,F,18,Urban,less_than_3,Together,secondary,primary,teacher,services,course,mother,less_than_15min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0,F
MS,F,18,Urban,greater_than_3,Together,primary,primary,other,other,course,mother,15_to_30min,2_to_5hr,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0,F
MS,M,20,Urban,less_than_3,Apart,intermediate,intermediate,services,services,course,other,less_than_15min,2_to_5hr,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,11,F
MS,M,17,Urban,less_than_3,Together,secondary,primary,services,services,course,mother,15_to_30min,less_than_2hr,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,B
MS,M,21,Rural,greater_than_3,Together,primary,primary,other,other,course,other,less_than_15min,less_than_2hr,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,3,C
MS,M,18,Rural,less_than_3,Together,secondary,intermediate,services,other,course,mother,30min_to_1hr,less_than_2hr,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,C
MS,M,19,Urban,less_than_3,Together,primary,primary,other,at_home,course,father,less_than_15min,less_than_2hr,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,5,F
